NC_009333.1	5588	118017	2	2	0	0	7	18
NC_009333.1	7977	17316	2	2	0	1	0	13
NC_009333.1	23947	118863	2	2	0	1	2	19
NC_009333.1	24852	24881	2	2	0	0	4	34
NC_009333.1	24852	24912	2	2	0	0	4	34
NC_009333.1	24852	24943	2	2	0	0	4	34
NC_009333.1	24852	24974	2	2	0	0	4	34
NC_009333.1	24852	25005	2	2	0	0	3	34
NC_009333.1	24883	24912	2	2	0	0	3	27
NC_009333.1	24883	24943	2	2	0	0	3	27
NC_009333.1	24883	24974	2	2	0	0	3	27
NC_009333.1	24883	25005	2	2	0	0	2	24
NC_009333.1	24914	24943	2	2	0	0	3	27
NC_009333.1	24914	24974	2	2	0	0	3	27
NC_009333.1	24914	25005	2	2	0	0	2	24
NC_009333.1	24945	24974	2	2	0	0	3	27
NC_009333.1	24945	25005	2	2	0	0	2	24
NC_009333.1	24976	25005	2	2	0	0	2	24
NC_009333.1	26657	26862	2	2	0	8	0	46
NC_009333.1	28040	118012	1	1	0	0	3	13
NC_009333.1	40577	118930	2	2	0	0	2	13
NC_009333.1	42310	117677	1	1	0	32	11	18
NC_009333.1	54684	132838	1	1	0	0	3	14
NC_009333.1	61555	118906	2	2	0	1	1	12
NC_009333.1	66016	117677	1	1	0	2	0	12
NC_009333.1	69183	118948	2	2	0	0	1	13
NC_009333.1	69942	75569	1	1	0	1	0	12
NC_009333.1	71713	72670	1	1	0	1	0	43
NC_009333.1	75225	117699	2	2	0	1	0	15
NC_009333.1	75423	75569	1	1	0	2	0	46
NC_009333.1	75663	75743	1	1	0	3	1	41
NC_009333.1	75938	76531	1	1	0	2	0	45
NC_009333.1	76438	76531	1	1	0	2	0	40
NC_009333.1	81479	118876	2	2	0	0	1	12
NC_009333.1	92476	131315	2	2	0	0	2	18
NC_009333.1	92945	123660	2	2	0	0	3	12
NC_009333.1	93119	123660	2	2	0	0	3	12
NC_009333.1	93621	93741	2	2	1	1	0	23
NC_009333.1	102973	118927	1	1	0	1	0	12
NC_009333.1	117696	117839	1	1	0	2	0	12
NC_009333.1	117866	132366	1	1	0	0	1	13
NC_009333.1	117978	135033	2	2	0	0	1	13
NC_009333.1	118060	131496	2	4	0	0	1	13
NC_009333.1	118222	129425	1	1	0	3	0	16
NC_009333.1	118222	130263	1	1	0	5	0	17
NC_009333.1	118314	118486	1	1	0	0	3	28
NC_009333.1	118337	118486	1	1	0	0	2	28
NC_009333.1	118360	118486	1	1	0	0	2	28
NC_009333.1	118383	118486	1	1	0	0	2	28
NC_009333.1	118406	118486	1	1	0	0	2	28
NC_009333.1	118429	118486	1	1	0	0	2	28
NC_009333.1	118452	118486	1	1	0	0	2	28
NC_009333.1	118892	133644	1	1	0	0	2	12
NC_009333.1	118900	121055	1	1	0	1	0	14
NC_009333.1	118900	131565	1	1	0	0	2	14
NC_009333.1	119031	123554	2	2	0	1	0	15
NC_009333.1	119048	123842	2	2	0	2134	199	41
NC_009333.1	119048	127961	2	2	0	1	1	34
NC_009333.1	119077	123842	2	2	0	2	0	35
NC_009333.1	121546	136732	1	1	0	0	1	12
NC_009333.1	124025	127961	2	2	0	8	0	47
NC_009333.1	124798	124863	2	2	0	2	1	38
NC_009333.1	124807	124863	2	2	0	0	1	47
NC_009333.1	124822	124863	2	2	0	1	1	24
NC_009333.1	124888	124962	2	2	0	1	1	18
NC_009333.1	124918	124962	2	2	0	0	1	18
NC_009333.1	127463	127961	2	2	0	3	0	38
NC_009333.1	135288	135372	2	2	0	92	5	49
NC_009333.1	135475	135556	2	2	0	59	3	48
NC_009333.1	135665	135746	2	2	0	47	3	48
NC_009333.1	135900	135976	2	2	0	64	3	43
NC_009333.1	135900	136851	2	2	0	1	0	37
NC_009333.1	136067	136154	2	2	0	33	0	47
NC_009333.1	136398	136480	2	2	0	23	0	46
NC_009333.1	136398	136682	2	2	0	1	0	36
NC_009333.1	136398	136851	2	2	0	1	0	30
NC_009333.1	136574	136682	2	2	0	12	0	44
NC_009333.1	136574	136851	2	2	0	1	0	45
