NC_009333.1	16506	44255	2	2	0	0	1	12
NC_009333.1	17844	42929	2	2	0	0	1	14
NC_009333.1	53802	118002	2	2	0	0	2	12
NC_009333.1	62003	74784	2	2	0	0	1	12
NC_009333.1	71713	72670	1	1	0	2	0	47
NC_009333.1	74687	74992	2	2	0	0	1	13
NC_009333.1	75423	75569	1	1	0	13	0	48
NC_009333.1	75663	75743	1	1	0	16	0	49
NC_009333.1	75938	76531	1	1	0	26	0	45
NC_009333.1	79802	118876	2	2	0	0	1	12
NC_009333.1	82218	82325	1	1	0	5	0	30
NC_009333.1	90946	123842	2	2	0	1	0	40
NC_009333.1	92078	131076	1	1	0	0	1	12
NC_009333.1	101602	131142	2	2	0	0	1	12
NC_009333.1	117961	118927	1	1	0	0	1	13
NC_009333.1	118625	118890	1	1	0	0	2	27
NC_009333.1	119031	123554	2	2	0	0	1	14
NC_009333.1	119048	123842	2	2	0	968	42	50
NC_009333.1	119048	127961	2	2	0	1	0	19
NC_009333.1	122770	131445	2	2	0	0	2	13
NC_009333.1	124025	127961	2	2	0	8	1	48
NC_009333.1	127463	127961	2	2	0	1	0	45
NC_009333.1	129612	133895	2	2	0	0	1	12
NC_009333.1	130796	131388	0	0	0	3	0	34
NC_009333.1	131632	135868	2	2	0	0	1	12
NC_009333.1	134961	136524	1	1	0	0	1	12
NC_009333.1	135284	136397	1	1	0	0	1	13
NC_009333.1	135288	135372	2	2	0	70	1	48
NC_009333.1	135475	135556	2	2	0	37	1	48
NC_009333.1	135665	135746	2	2	0	21	1	48
NC_009333.1	135900	135976	2	2	0	37	1	44
NC_009333.1	136067	136154	2	2	0	18	0	44
NC_009333.1	136398	136480	2	2	0	34	0	43
NC_009333.1	136574	136682	2	2	0	5	0	43
