NC_009333.1	48617	73743	2	2	0	0	1	12
NC_009333.1	51691	117681	1	1	0	0	4	14
NC_009333.1	54684	132838	1	1	0	0	2	14
NC_009333.1	75423	75569	1	1	0	4	0	36
NC_009333.1	75663	75743	1	1	0	4	0	43
NC_009333.1	75938	76531	1	1	0	5	0	46
NC_009333.1	82218	82325	1	1	0	2	0	25
NC_009333.1	102973	118927	1	1	0	1	0	12
NC_009333.1	118222	124274	1	1	0	0	1	19
NC_009333.1	119048	123842	2	2	0	424	30	34
NC_009333.1	124025	127961	2	2	0	9	0	44
NC_009333.1	124798	124863	2	2	0	1	0	45
NC_009333.1	127463	127961	2	2	0	2	0	37
NC_009333.1	135288	135372	2	2	0	18	2	44
NC_009333.1	135475	135556	2	2	0	10	0	40
NC_009333.1	135665	135746	2	2	0	12	1	46
NC_009333.1	135900	135976	2	2	0	9	1	38
NC_009333.1	136067	136154	2	2	0	4	1	49
NC_009333.1	136398	136480	2	2	0	4	0	32
NC_009333.1	136574	136682	2	2	0	3	0	26
