NC_009333.1	3251	16390	2	2	0	0	1	12
NC_009333.1	7448	17309	2	2	0	0	1	12
NC_009333.1	7977	17316	2	2	0	1	1	13
NC_009333.1	9815	15667	2	2	0	0	1	12
NC_009333.1	18065	18186	2	2	0	5	0	38
NC_009333.1	26657	26824	2	2	0	2	0	42
NC_009333.1	26657	26862	2	2	0	8	0	47
NC_009333.1	26657	28103	2	2	0	1	0	41
NC_009333.1	26916	122420	1	1	0	0	6	13
NC_009333.1	28838	123660	2	2	0	0	2	14
NC_009333.1	29257	118863	2	2	0	1	5	15
NC_009333.1	29571	118863	2	2	0	2	3	13
NC_009333.1	36309	118863	2	2	0	2	0	13
NC_009333.1	40265	69237	2	2	0	0	1	15
NC_009333.1	42746	123857	1	1	0	0	3	12
NC_009333.1	50288	117681	1	1	0	0	2	12
NC_009333.1	51691	117681	1	1	0	0	42	14
NC_009333.1	54684	132838	1	1	0	1	8	15
NC_009333.1	61021	130986	1	1	0	0	2	12
NC_009333.1	61757	61883	1	1	0	1	0	27
NC_009333.1	63358	70779	2	2	0	0	1	13
NC_009333.1	64279	79440	1	1	0	0	1	13
NC_009333.1	65399	112155	1	1	0	0	1	12
NC_009333.1	65399	117632	1	1	0	0	3	12
NC_009333.1	65399	132910	1	1	0	0	2	12
NC_009333.1	65807	88266	2	2	0	1	0	48
NC_009333.1	69183	118948	2	2	0	0	1	13
NC_009333.1	70049	115021	1	1	0	0	1	12
NC_009333.1	71713	72670	1	1	0	3	0	45
NC_009333.1	75225	117699	2	2	0	2	0	15
NC_009333.1	75423	75569	1	1	0	2	0	46
NC_009333.1	75663	75743	1	1	0	1	0	43
NC_009333.1	79320	117888	2	2	0	0	1	12
NC_009333.1	79760	118890	1	1	0	0	2	12
NC_009333.1	80011	123029	2	2	0	0	1	13
NC_009333.1	81479	118903	2	2	0	0	8	12
NC_009333.1	81488	121309	2	4	0	0	2	12
NC_009333.1	82218	82325	1	1	0	4	0	27
NC_009333.1	85062	119923	1	1	0	0	2	12
