NC_009333.1	71951	75297	2	2	0	0	2	12
NC_009333.1	75423	75569	1	1	0	6	0	49
NC_009333.1	75663	75743	1	1	0	6	0	24
NC_009333.1	75886	120842	1	1	0	0	1	14
NC_009333.1	75938	76531	1	1	0	2	0	27
NC_009333.1	82218	82325	1	1	0	3	0	20
NC_009333.1	92078	131076	1	1	0	0	1	12
NC_009333.1	119048	123842	2	2	0	167	9	48
NC_009333.1	124025	127961	2	2	0	1	0	40
NC_009333.1	127463	127961	2	2	0	1	0	48
NC_009333.1	135288	135372	2	2	0	19	2	42
NC_009333.1	135475	135556	2	2	0	12	0	45
NC_009333.1	135665	135746	2	2	0	7	1	42
NC_009333.1	135900	135976	2	2	0	15	0	41
NC_009333.1	136067	136154	2	2	0	10	0	47
NC_009333.1	136398	136480	2	2	0	2	0	45
