NC_009333.1	2118	18545	2	2	0	0	1	12
NC_009333.1	2220	2594	1	1	0	1	0	31
NC_009333.1	4554	118927	1	1	0	4	2	14
NC_009333.1	5588	118863	2	2	0	3	0	16
NC_009333.1	6861	26375	2	2	0	0	1	14
NC_009333.1	7448	17309	2	2	0	0	1	12
NC_009333.1	7707	26314	1	1	0	0	1	13
NC_009333.1	10153	118906	2	2	0	0	8	13
NC_009333.1	17015	117920	2	2	0	0	5	13
NC_009333.1	17401	58064	1	1	0	0	1	12
NC_009333.1	17433	91100	1	1	0	0	2	14
NC_009333.1	17437	32107	1	1	0	0	1	12
NC_009333.1	17507	53826	1	1	0	0	1	13
NC_009333.1	17515	19753	2	2	0	0	1	12
NC_009333.1	17603	34354	1	1	0	0	1	14
NC_009333.1	17967	29792	2	2	0	0	2	12
NC_009333.1	17978	123848	1	1	0	0	5	14
NC_009333.1	17980	19753	2	2	0	0	1	12
NC_009333.1	18065	18186	2	2	0	9	1	46
NC_009333.1	19546	19665	2	2	0	1	0	40
NC_009333.1	21616	118906	2	2	0	0	8	14
NC_009333.1	22014	117699	2	2	0	1	1	14
NC_009333.1	23264	69405	1	1	0	0	1	12
NC_009333.1	23359	38812	2	2	0	0	1	16
NC_009333.1	26048	65998	2	2	0	0	1	12
NC_009333.1	26657	26824	2	2	0	9	1	48
NC_009333.1	26657	26862	2	2	0	43	2	50
NC_009333.1	26657	27797	2	2	0	2	0	41
NC_009333.1	26657	28103	2	2	0	2	0	48
NC_009333.1	26916	118890	1	1	0	0	4	13
NC_009333.1	26916	122420	1	1	0	0	7	13
NC_009333.1	28414	29467	1	1	0	1	0	33
NC_009333.1	29571	123842	2	2	0	0	4	12
NC_009333.1	29821	59413	2	2	0	0	1	12
NC_009333.1	31339	118930	2	2	0	0	9	15
NC_009333.1	36309	65211	2	2	0	1	0	13
NC_009333.1	40577	118930	2	2	0	13	2	15
NC_009333.1	42675	118930	2	2	0	2	3	15
NC_009333.1	42746	123857	1	1	0	0	16	13
NC_009333.1	43689	118474	1	1	0	0	2	13
NC_009333.1	46493	93377	1	1	0	0	6	12
NC_009333.1	48079	118930	2	2	0	1	2	12
NC_009333.1	49589	117920	2	2	0	0	3	16
NC_009333.1	50288	117681	1	1	0	0	2	12
NC_009333.1	51691	117681	1	1	0	1	105	14
NC_009333.1	52232	131241	1	1	0	0	8	15
NC_009333.1	53802	118002	2	2	0	0	3	12
NC_009333.1	54542	118927	1	1	0	0	2	18
NC_009333.1	54684	132838	1	1	0	0	7	15
NC_009333.1	60080	93377	1	1	0	0	2	12
NC_009333.1	63652	64974	1	1	0	2	0	38
NC_009333.1	64107	117920	2	2	0	0	6	13
NC_009333.1	64885	123850	1	1	0	0	5	12
NC_009333.1	65399	117632	1	1	0	0	11	12
NC_009333.1	65716	118927	1	1	0	0	3	12
NC_009333.1	66576	118930	2	2	0	0	3	13
NC_009333.1	69183	118948	2	2	0	0	1	13
NC_009333.1	69942	72670	1	1	0	1	0	35
